"location_iso3","year","age","sex_id","vaccine","observed_coverage","disease","impact_factor","target_fvps","target_deaths_averted","old_pop","new_pop","target_coverage","observed_fvps","observed_deaths_averted","location_name","region","income_group"
"KWT",2020,0,3,"HepB",0.93,"HepB",0.0117291419123069,47595.73,558.257071589843,54857,52303,0.91,48641.79,570.526457778631,"Kuwait","EMRO","High income"
"KWT",2020,0,3,"HepB_BD",0.93,"HepB",0.00624444500012768,48641.79,303.740982362761,54857,52303,0.93,48641.79,303.740982362761,"Kuwait","EMRO","High income"
"KWT",2020,0,3,"Hib3",0.93,"Hib",0.000249013233252206,47595.73,11.851966616299,54857,52303,0.91,48641.79,12.1124493990748,"Kuwait","EMRO","High income"
"KWT",2020,0,3,"MCV1",0.95,"Measles",0.00500927639997789,51256.94,256.760179877083,54857,52303,0.98,49687.85,248.900174370641,"Kuwait","EMRO","High income"
"KWT",2020,0,3,"MCV2",0.94,"Measles",0.000767894768483801,49164.82,37.7534080714478,54857,52303,0.94,49164.82,37.7534080714478,"Kuwait","EMRO","High income"
"KWT",2020,0,3,"PCV3",0.94,"PCV",0.000289820801326809,47595.73,13.7942326083344,54857,52303,0.91,49164.82,14.2489875294883,"Kuwait","EMRO","High income"
"KWT",2020,0,3,"Rota",0.73,"Rota",6.89464743915081e-05,36089.07,2.48821414056834,54857,52303,0.69,38181.19,2.63245843857231,"Kuwait","EMRO","High income"
"KWT",2020,0,3,"Rubella",0.95,"Rubella",0.00124010149851379,51256.94,63.5638081032314,54857,52303,0.98,49687.85,61.6179772429284,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"BCG",0.99,"TB",6.40372437493284e-05,47812.8,3.06179992793789,52972,49805,0.96,49306.95,3.15748117568595,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"DTP3",0.94,"D",2.57556793575795e-05,45322.55,1.16731306546786,52972,49805,0.91,46816.7,1.20579591377999,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"DTP3",0.94,"P",0.000855015808712546,45322.55,38.7514967411648,52972,49805,0.91,46816.7,40.0290186117527,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"DTP3",0.94,"T",9.70503556077294e-05,45322.55,4.3985695945491,52972,49805,0.91,46816.7,4.54357738338038,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"HepB",0.94,"HepB",0.0117291419123069,45322.55,531.594620777625,52972,49805,0.91,46816.7,549.119718165898,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"HepB_BD",0.93,"HepB",0.00624444500012768,46318.65,289.234262405164,52972,49805,0.93,46318.65,289.234262405164,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"Hib3",0.94,"Hib",0.000249013233252206,45322.55,11.2859147147348,52972,49805,0.91,46816.7,11.6579778371986,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"MCV1",0.94,"Measles",0.00500927639997789,48808.9,244.497270878881,52972,49805,0.98,46816.7,234.517790434845,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"MCV2",0.94,"Measles",0.000767894768483801,46816.7,35.9502990076756,52972,49805,0.94,46816.7,35.9502990076756,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"PCV3",0.96,"PCV",0.000289820801326809,45322.55,13.1354177591744,52972,49805,0.91,47812.8,13.8571440096785,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"Rota",0.75,"Rota",6.89464743915081e-05,34365.45,2.36937661837765,52972,49805,0.69,37353.75,2.5754093678018,"Kuwait","EMRO","High income"
"KWT",2021,0,3,"Rubella",0.94,"Rubella",0.00124010149851379,48808.9,60.5279900308097,52972,49805,0.98,46816.7,58.0574598254706,"Kuwait","EMRO","High income"
"LAO",2019,0,3,"BCG",0.85,"TB",0.00170207517833851,126214.35,214.826312285129,163036,159765,0.79,135800.25,231.142234737164,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,0,3,"DTP3",0.8,"D",0.000249592985674087,108640.2,27.1158318822299,163036,159765,0.68,127812,31.9009786849764,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,0,3,"DTP3",0.8,"P",0.00646895315024789,108640.2,702.788364033561,163036,159765,0.68,127812,826.809840039483,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,0,3,"DTP3",0.8,"T",0.000647374657055564,108640.2,70.3309122174479,163036,159765,0.68,127812,82.7422496675857,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,0,3,"HepB",0.8,"HepB",0.00772686178625765,110444.867069589,853.392222848312,163036,159765,0.691295759832184,127812,987.585658625163,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,0,3,"HepB_BD",0.58,"HepB",0.00251902822481497,94212.8426311827,237.324809728,163036,159765,0.589696383007434,92663.7,233.422475715787,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,0,3,"Hib3",0.8,"Hib",0.00365937522642551,109805.810989337,401.820664451941,163036,159765,0.687295784366643,127812,467.712066439897,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,0,3,"JE",0.812,"JE",0.000434839355074981,100699.261845743,43.7880020775294,163036,159765,0.630296133982679,129729.18,56.4113529656061,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,0,3,"MCV1",0.83,"Measles",0.0144712865069101,111339.545581942,1611.22646366546,163036,159765,0.696895725483942,132604.95,1918.96422368449,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,0,3,"PCV3",0.81,"PCV",0.00358064406073306,93206.3293047855,333.73868944791,163036,159765,0.583396421649206,129409.65,463.369894674044,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,0,3,"Rubella",0.83,"Rubella",0.000496043128204214,111786.884838119,55.4511160473046,163036,159765,0.699695708309821,132604.95,65.7777742133634,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2019,2,3,"MCV2",0.56,"Measles",0.00113346317233065,96073.1648,108.895394150053,158712,158432,0.6064,88721.92,100.563028898466,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"BCG",0.9,"TB",0.00170207517833851,125753.78,214.042387520242,163978,159182,0.79,143263.8,243.845757934453,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"DTP3",0.79,"D",0.000249592985674087,108243.76,27.0168832389893,163978,159182,0.68,125753.78,31.3872614100023,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"DTP3",0.79,"P",0.00646895315024789,108243.76,700.223812246677,163978,159182,0.68,125753.78,813.49531128658,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"DTP3",0.79,"T",0.000647374657055564,108243.76,70.0742670084048,163978,159182,0.68,125753.78,81.4098102009408,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"HepB",0.79,"HepB",0.00772686178625765,110042.5166,850.283316380163,163978,159182,0.6913,125753.78,971.682077159452,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"HepB_BD",0.58,"HepB",0.00251902822481497,93869.6254,236.460235835408,163978,159182,0.5897,92325.56,232.570691511848,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"Hib3",0.79,"Hib",0.00365937522642551,109405.7886,400.356832430386,163978,159182,0.6873,125753.78,460.180267161364,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"JE",0,"JE",0.000434839355074981,100332.4146,43.6284824577796,163978,159182,0.6303,0,0,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"MCV1",0.79,"Measles",0.0144712865069101,110933.9358,1605.35676830097,163978,159182,0.6969,125753.78,1819.81897970694,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"PCV3",0.77,"PCV",0.00358064406073306,92866.7788,332.522879949631,163978,159182,0.5834,122570.14,438.88004381422,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,0,3,"Rubella",0.79,"Rubella",0.000496043128204214,111379.6454,55.2491077224921,163978,159182,0.6997,125753.78,62.3792984147045,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,2,3,"MCV2",0.64,"Measles",0.00113346317233065,96047.696,108.86652620321,158848,158390,0.6064,101369.6,114.898708393889,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2020,10,3,"HPV",0,"HPV",0.00693641069931254,27582.0033177906,191.320102921997,153126,73889,0.37328970912843,0,0,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"BCG",0.8,"TB",0.00170207517833851,125852.53,214.210467444103,162859,159307,0.79,127445.6,216.921992348458,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"DTP3",0.75,"D",0.000249592985674087,108328.76,27.0380986427716,162859,159307,0.68,119480.25,29.8214323265863,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"DTP3",0.75,"P",0.00646895315024789,108328.76,700.773673264448,162859,159307,0.68,119480.25,772.912139629905,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"DTP3",0.75,"T",0.000647374657055564,108328.76,70.1292938542545,162859,159307,0.68,119480.25,77.348485868663,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"HepB",0.75,"HepB",0.00772686178625765,110128.9291,850.951013824268,162859,159307,0.6913,119480.25,923.207377937511,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"HepB_BD",0.64,"HepB",0.00251902822481497,93943.3379,236.64591970343,162859,159307,0.5897,101956.48,256.831250822783,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"Hib3",0.75,"Hib",0.00365937522642551,109491.7011,400.671218504527,162859,159307,0.6873,119480.25,437.223066897127,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"JE",0,"JE",0.000434839355074981,100411.2021,43.6627423634676,162859,159307,0.6303,0,0,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"MCV1",0.73,"Measles",0.0144712865069101,111021.0483,1606.6173982468,162859,159307,0.6969,116294.11,1682.92538487612,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"PCV3",0.74,"PCV",0.00358064406073306,92939.7038,332.78399841776,162859,159307,0.5834,117887.18,422.112030903569,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,0,3,"Rubella",0.73,"Rubella",0.000496043128204214,111467.1079,55.2924928945927,162859,159307,0.6997,116294.11,57.686894116125,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,2,3,"MCV2",0.5,"Measles",0.00113346317233065,95710.5376,108.484369573568,160420,157834,0.6064,78917,89.4495131708179,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LAO",2021,10,3,"HPV",0.42,"HPV",0.00693641069931254,27839.1785704474,193.103976096123,152873,73616,0.378167498511837,30918.72,214.464940217049,"Lao People's Democratic Republic","WPRO","Lower middle income"
"LBN",2019,0,3,"DTP3",0.83,"D",1.31430301105877e-05,76877.92,1.01040881739935,112583,92624,0.83,76877.92,1.01040881739935,"Lebanon","EMRO","Upper middle income"
"LBN",2019,0,3,"DTP3",0.83,"P",0.000530333393806141,76877.92,40.770928222357,112583,92624,0.83,76877.92,40.770928222357,"Lebanon","EMRO","Upper middle income"
"LBN",2019,0,3,"DTP3",0.83,"T",7.38172569982875e-05,76877.92,5.67491717813379,112583,92624,0.83,76877.92,5.67491717813379,"Lebanon","EMRO","Upper middle income"
"LBN",2019,0,3,"HepB",0.8,"HepB",0.00742669149032629,74099.2,550.311898079986,112583,92624,0.8,74099.2,550.311898079986,"Lebanon","EMRO","Upper middle income"
"LBN",2019,0,3,"HepB_BD",0.8,"HepB",0.00462519183886748,74099.2,342.723015106609,112583,92624,0.8,74099.2,342.723015106609,"Lebanon","EMRO","Upper middle income"
"LBN",2019,0,3,"Hib3",0.85,"Hib",0.000341778634498072,78730.4,26.908368605487,112583,92624,0.85,78730.4,26.908368605487,"Lebanon","EMRO","Upper middle income"
"LBN",2019,0,3,"MCV1",0.82,"Measles",0.00423203524065412,75951.68,321.430186346885,112583,92624,0.82,75951.68,321.430186346885,"Lebanon","EMRO","Upper middle income"
"LBN",2019,0,3,"MCV2",0.63,"Measles",0.000760952946756593,58353.12,44.4039786164411,112583,92624,0.63,58353.12,44.4039786164411,"Lebanon","EMRO","Upper middle income"
"LBN",2019,0,3,"PCV3",0.82,"PCV",0.000363788574387176,75951.68,27.630353389511,112583,92624,0.82,75951.68,27.630353389511,"Lebanon","EMRO","Upper middle income"
"LBN",2019,0,3,"Rubella",0.82,"Rubella",0.000509107192213225,58353.12,29.7079930800814,112583,92624,0.63,75951.68,38.6675465486774,"Lebanon","EMRO","Upper middle income"
"LBN",2020,0,3,"DTP3",0.71,"D",1.31430301105877e-05,69729.96,0.916462963890076,106305,84012,0.83,59648.52,0.783962294411993,"Lebanon","EMRO","Upper middle income"
"LBN",2020,0,3,"DTP3",0.71,"P",0.000530333393806141,69729.96,36.9801263367665,106305,84012,0.83,59648.52,31.6336020471135,"Lebanon","EMRO","Upper middle income"
"LBN",2020,0,3,"DTP3",0.71,"T",7.38172569982875e-05,69729.96,5.14727437780031,106305,84012,0.83,59648.52,4.40309013040749,"Lebanon","EMRO","Upper middle income"
"LBN",2020,0,3,"HepB",0.71,"HepB",0.00742669149032629,67209.6,499.144964388234,106305,84012,0.8,59648.52,442.991155894557,"Lebanon","EMRO","Upper middle income"
"LBN",2020,0,3,"HepB_BD",0.77,"HepB",0.00462519183886748,67209.6,310.857293413548,106305,84012,0.8,64689.24,299.20014491054,"Lebanon","EMRO","Upper middle income"
"LBN",2020,0,3,"Hib3",0.71,"Hib",0.000341778634498072,71410.2,24.4064806452342,106305,84012,0.85,59648.52,20.3865897154309,"Lebanon","EMRO","Upper middle income"
"LBN",2020,0,3,"MCV1",0.74,"Measles",0.00423203524065412,68889.84,291.544230603024,106305,84012,0.82,62168.88,263.100891031997,"Lebanon","EMRO","Upper middle income"
"LBN",2020,0,3,"MCV2",0.64,"Measles",0.000760952946756593,52927.56,40.2753827466364,106305,84012,0.63,53767.68,40.9146745362655,"Lebanon","EMRO","Upper middle income"
"LBN",2020,0,3,"PCV3",0.74,"PCV",0.000363788574387176,68889.84,25.0613366833607,106305,84012,0.82,62168.88,22.6163282264474,"Lebanon","EMRO","Upper middle income"
"LBN",2020,0,3,"Rubella",0.74,"Rubella",0.000509107192213225,52927.56,26.945801462297,106305,84012,0.63,62168.88,31.6506239398409,"Lebanon","EMRO","Upper middle income"
"LBN",2021,0,3,"DTP3",0.67,"D",1.31430301105877e-05,70877.02,0.931538808008726,104633,85394,0.83,57213.98,0.751965061886563,"Lebanon","EMRO","Upper middle income"
"LBN",2021,0,3,"DTP3",0.67,"P",0.000530333393806141,70877.02,37.5884505594657,104633,85394,0.83,57213.98,30.3424841865567,"Lebanon","EMRO","Upper middle income"
"LBN",2021,0,3,"DTP3",0.67,"T",7.38172569982875e-05,70877.02,5.23194720061276,104633,85394,0.83,57213.98,4.22337906555488,"Lebanon","EMRO","Upper middle income"
"LBN",2021,0,3,"HepB",0.67,"HepB",0.00742669149032629,68315.2,507.355914499939,104633,85394,0.8,57213.98,424.910578393699,"Lebanon","EMRO","Upper middle income"
"LBN",2021,0,3,"HepB_BD",0.8,"HepB",0.00462519183886748,68315.2,315.9709055106,104633,85394,0.8,68315.2,315.9709055106,"Lebanon","EMRO","Upper middle income"
"LBN",2021,0,3,"Hib3",0.67,"Hib",0.000341778634498072,72584.9,24.8079680071791,104633,85394,0.85,57213.98,19.5545159586,"Lebanon","EMRO","Upper middle income"
"LBN",2021,0,3,"MCV1",0.67,"Measles",0.00423203524065412,70023.08,296.340142219143,104633,85394,0.82,57213.98,242.13157961808,"Lebanon","EMRO","Upper middle income"
"LBN",2021,0,3,"MCV2",0.59,"Measles",0.000760952946756593,53798.22,40.9379140392595,104633,85394,0.63,50382.46,38.3386814018462,"Lebanon","EMRO","Upper middle income"
"LBN",2021,0,3,"PCV3",0.7,"PCV",0.000363788574387176,70023.08,25.4735964473992,104633,85394,0.82,59775.8,21.745753064853,"Lebanon","EMRO","Upper middle income"
"LBN",2021,0,3,"Rubella",0.67,"Rubella",0.000509107192213225,53798.22,27.3890607302694,104633,85394,0.63,57213.98,29.1280487131436,"Lebanon","EMRO","Upper middle income"
"LBR",2019,0,3,"BCG",0.84,"TB",0.000900198362862581,128183.16,115.390270778552,151727,152599,0.84,128183.16,115.390270778552,"Liberia","AFRO","Low income"
"LBR",2019,0,3,"DTP3",0.7,"D",0.000126440433308108,112923.26,14.2780659249641,151727,152599,0.74,106819.3,13.5062785776688,"Liberia","AFRO","Low income"
"LBR",2019,0,3,"DTP3",0.7,"P",0.00456304946811207,112923.26,515.274421480481,151727,152599,0.74,106819.3,487.421750049104,"Liberia","AFRO","Low income"
"LBR",2019,0,3,"DTP3",0.7,"T",0.000494404662405813,112923.26,55.8297862380638,151727,152599,0.74,106819.3,52.8119599549252,"Liberia","AFRO","Low income"
"LBR",2019,0,3,"HepB",0.7,"HepB",0.0183383597093297,128381.5387,2354.30683671783,151727,152599,0.8413,106819.3,1958.8907472988,"Liberia","AFRO","Low income"
"LBR",2019,0,3,"Hib3",0.7,"Hib",0.00376062810444051,128381.5387,482.795222526537,151727,152599,0.8413,106819.3,401.707661676662,"Liberia","AFRO","Low income"
"LBR",2019,0,3,"MCV1",0.68,"Measles",0.0321789661867296,138941.3895,4470.99027465773,151727,152599,0.9105,103767.32,3339.12508156755,"Liberia","AFRO","Low income"
"LBR",2019,0,3,"PCV3",0.68,"PCV",0.00337518729912613,131738.7167,444.642843409015,151727,152599,0.8633,103767.32,350.234140528357,"Liberia","AFRO","Low income"
"LBR",2019,0,3,"Rota",0.64,"Rota",0.000938162602130264,120415.8709,112.969666781326,151727,152599,0.7891,97663.36,91.6241119503847,"Liberia","AFRO","Low income"
"LBR",2019,0,3,"YF",0.65,"YF",0.0201677113047743,128732.5164,2596.24022629232,151727,152599,0.8436,99189.35,2000.42217530821,"Liberia","AFRO","Low income"
"LBR",2020,0,3,"BCG",0.85,"TB",0.000900198362862581,128682.12,115.839433753686,154171,153193,0.84,130214.05,117.218474631706,"Liberia","AFRO","Low income"
"LBR",2020,0,3,"DTP3",0.65,"D",0.000126440433308108,113362.82,14.333644081829,154171,153193,0.74,99575.45,12.5903630448498,"Liberia","AFRO","Low income"
"LBR",2020,0,3,"DTP3",0.65,"P",0.00456304946811207,113362.82,517.280155504684,154171,153193,0.74,99575.45,454.36770415952,"Liberia","AFRO","Low income"
"LBR",2020,0,3,"DTP3",0.65,"T",0.000494404662405813,113362.82,56.0471067514709,154171,153193,0.74,99575.45,49.2305667411569,"Liberia","AFRO","Low income"
"LBR",2020,0,3,"HepB",0.65,"HepB",0.0183383597093297,128881.2709,2363.47110555977,154171,153193,0.8413,99575.45,1826.05042031837,"Liberia","AFRO","Low income"
"LBR",2020,0,3,"Hib3",0.65,"Hib",0.00376062810444051,128881.2709,484.674529482551,154171,153193,0.8413,99575.45,374.466235782311,"Liberia","AFRO","Low income"
"LBR",2020,0,3,"MCV1",0.61,"Measles",0.0321789661867296,139482.2265,4488.39385019326,154171,153193,0.9105,93447.73,3007.05134389664,"Liberia","AFRO","Low income"
"LBR",2020,0,3,"PCV3",0.65,"PCV",0.00337518729912613,132251.5169,446.373640131045,154171,153193,0.8633,99575.45,336.085794144769,"Liberia","AFRO","Low income"
"LBR",2020,0,3,"Rota",0.65,"Rota",0.000938162602130264,120884.5963,113.409407422274,154171,153193,0.7891,99575.45,93.417963280292,"Liberia","AFRO","Low income"
"LBR",2020,0,3,"YF",0.49,"YF",0.0201677113047743,129233.6148,2606.34623415881,154171,153193,0.8436,75064.57,1513.88057697702,"Liberia","AFRO","Low income"
"LBR",2020,10,3,"HPV",0.18,"HPV",0.0274490870633861,22000.5369220652,603.894653415007,129249,66967,0.328528035033153,12054.06,330.87294240728,"Liberia","AFRO","Low income"
"LBR",2021,0,3,"BCG",0.81,"TB",0.000900198362862581,129502.8,116.57820854612,156812,154170,0.84,124877.7,112.414701098045,"Liberia","AFRO","Low income"
"LBR",2021,0,3,"DTP3",0.66,"D",0.000126440433308108,114085.8,14.4250579863021,156812,154170,0.74,101752.2,12.8655922580533,"Liberia","AFRO","Low income"
"LBR",2021,0,3,"DTP3",0.66,"P",0.00456304946811207,114085.8,520.57914900914,156812,154170,0.74,101752.2,464.300322089233,"Liberia","AFRO","Low income"
"LBR",2021,0,3,"DTP3",0.66,"T",0.000494404662405813,114085.8,56.4045514342971,156812,154170,0.74,101752.2,50.3067620900488,"Liberia","AFRO","Low income"
"LBR",2021,0,3,"HepB",0.66,"HepB",0.0183383597093297,129703.221,2378.54432215669,156812,154170,0.8413,101752.2,1865.96844481566,"Liberia","AFRO","Low income"
"LBR",2021,0,3,"Hib3",0.66,"Hib",0.00376062810444051,129703.221,487.765578129058,156812,154170,0.8413,101752.2,382.652183008652,"Liberia","AFRO","Low income"
"LBR",2021,0,3,"MCV1",0.58,"Measles",0.0321789661867296,140371.785,4517.01892308588,156812,154170,0.9105,89418.6,2877.3981058647,"Liberia","AFRO","Low income"
"LBR",2021,0,3,"PCV3",0.65,"PCV",0.00337518729912613,133094.961,449.220421944888,156812,154170,0.8633,100210.5,338.229206839079,"Liberia","AFRO","Low income"
"LBR",2021,0,3,"Rota",0.68,"Rota",0.000938162602130264,121655.547,114.132684537101,156812,154170,0.7891,104835.6,98.3528392918875,"Liberia","AFRO","Low income"
"LBR",2021,0,3,"YF",0.49,"YF",0.0201677113047743,130057.812,2622.96840534661,156812,154170,0.8436,75543.3,1523.53546540996,"Liberia","AFRO","Low income"
"LBR",2021,10,3,"HPV",0.3,"HPV",0.0274490870633861,22200.7645533187,609.390719097782,131089,67603,0.328399102899557,20280.9,556.692189823827,"Liberia","AFRO","Low income"
"LBY",2019,0,3,"BCG",0.74,"TB",0.000290816347897925,91580.92,26.633228691532,118609,123758,0.74,91580.92,26.633228691532,"Libya","EMRO","Upper middle income"
"LBY",2019,0,3,"DTP3",0.73,"D",7.51053044581005e-05,90343.34,6.78526405646169,118609,123758,0.73,90343.34,6.78526405646169,"Libya","EMRO","Upper middle income"
"LBY",2019,0,3,"DTP3",0.73,"P",0.00216623065772879,90343.34,195.704512829616,118609,123758,0.73,90343.34,195.704512829616,"Libya","EMRO","Upper middle income"
"LBY",2019,0,3,"DTP3",0.73,"T",0.000250492154156234,90343.34,22.6302978502691,118609,123758,0.73,90343.34,22.6302978502691,"Libya","EMRO","Upper middle income"
"LBY",2019,0,3,"HepB",0.73,"HepB",0.0106702413188999,90343.34,963.985239355422,118609,123758,0.73,90343.34,963.985239355422,"Libya","EMRO","Upper middle income"
"LBY",2019,0,3,"Hib3",0.73,"Hib",0.000494420869113069,90343.34,44.6676326813775,118609,123758,0.73,90343.34,44.6676326813775,"Libya","EMRO","Upper middle income"
"LBY",2019,0,3,"MCV1",0.73,"Measles",0.00770243619503141,90343.34,695.863811996029,118609,123758,0.73,90343.34,695.863811996029,"Libya","EMRO","Upper middle income"
"LBY",2019,0,3,"MCV2",0.72,"Measles",0.00126485163172913,89105.76,112.705565932464,118609,123758,0.72,89105.76,112.705565932464,"Libya","EMRO","Upper middle income"
"LBY",2019,0,3,"PCV3",0.73,"PCV",0.00051022011282159,90343.34,46.0949891274793,118609,123758,0.73,90343.34,46.0949891274793,"Libya","EMRO","Upper middle income"
"LBY",2019,0,3,"Rota",0.73,"Rota",0.000132862996573508,90343.34,12.0032868728593,118609,123758,0.73,90343.34,12.0032868728593,"Libya","EMRO","Upper middle income"
"LBY",2019,0,3,"Rubella",0.73,"Rubella",0.00144029231585027,90343.34,130.120818390248,118609,123758,0.73,90343.34,130.120818390248,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"BCG",0.74,"TB",0.000290816347897925,90225.24,26.2389747850138,116486,121926,0.74,90225.24,26.2389747850138,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"DTP3",0.73,"D",7.51053044581005e-05,89005.98,6.6848212264916,116486,121926,0.73,89005.98,6.6848212264916,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"DTP3",0.73,"P",0.00216623065772879,89005.98,192.807482597196,116486,121926,0.73,89005.98,192.807482597196,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"DTP3",0.73,"T",0.000250492154156234,89005.98,22.2952996629867,116486,121926,0.73,89005.98,22.2952996629867,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"HepB",0.73,"HepB",0.0106702413188999,89005.98,949.715285425178,116486,121926,0.73,89005.98,949.715285425178,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"Hib3",0.73,"Hib",0.000494420869113069,89005.98,44.0064139878604,116486,121926,0.73,89005.98,44.0064139878604,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"MCV1",0.73,"Measles",0.00770243619503141,89005.98,685.562881926242,116486,121926,0.73,89005.98,685.562881926242,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"MCV2",0.72,"Measles",0.00126485163172913,87786.72,111.037176036148,116486,121926,0.72,87786.72,111.037176036148,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"PCV3",0.73,"PCV",0.00051022011282159,89005.98,45.4126411573962,116486,121926,0.73,89005.98,45.4126411573962,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"Rota",0.73,"Rota",0.000132862996573508,89005.98,11.8256012157617,116486,121926,0.73,89005.98,11.8256012157617,"Libya","EMRO","Upper middle income"
"LBY",2020,0,3,"Rubella",0.73,"Rubella",0.00144029231585027,89005.98,128.194629058723,116486,121926,0.73,89005.98,128.194629058723,"Libya","EMRO","Upper middle income"
"LBY",2021,0,3,"BCG",0.74,"TB",0.000290816347897925,89330.58,25.9787930312034,115679,120717,0.74,89330.58,25.9787930312034,"Libya","EMRO","Upper middle income"
"LBY",2021,0,3,"DTP3",0.73,"D",7.51053044581005e-05,88123.41,6.61853553793602,115679,120717,0.73,88123.41,6.61853553793602,"Libya","EMRO","Upper middle income"
"LBY",2021,0,3,"DTP3",0.73,"P",0.00216623065772879,88123.41,190.895632405604,115679,120717,0.73,88123.41,190.895632405604,"Libya","EMRO","Upper middle income"
"LBY",2021,0,3,"DTP3",0.73,"T",0.000250492154156234,88123.41,22.074222802493,115679,120717,0.73,88123.41,22.074222802493,"Libya","EMRO","Upper middle income"
"LBY",2021,0,3,"HepB",0.73,"HepB",0.0106702413188999,88123.41,940.298050544357,115679,120717,0.73,88123.41,940.298050544357,"Libya","EMRO","Upper middle income"
"LBY",2021,0,3,"Hib3",0.73,"Hib",0.000494420869113069,88123.41,43.5700529614073,115679,120717,0.73,88123.41,43.5700529614073,"Libya","EMRO","Upper middle income"
"LBY",2021,0,3,"MCV1",0.73,"Measles",0.00770243619503141,88123.41,678.764942813593,115679,120717,0.73,88123.41,678.764942813593,"Libya","EMRO","Upper middle income"
"LBY",2021,0,3,"MCV2",0.72,"Measles",0.00126485163172913,86916.24,109.936147987761,115679,120717,0.72,86916.24,109.936147987761,"Libya","EMRO","Upper middle income"
"LBY",2021,0,3,"PCV3",0.73,"PCV",0.00051022011282159,88123.41,44.9623361924232,115679,120717,0.73,88123.41,44.9623361924232,"Libya","EMRO","Upper middle income"
"LBY",2021,0,3,"Rota",0.73,"Rota",0.000132862996573508,88123.41,11.7083403208758,115679,120717,0.73,88123.41,11.7083403208758,"Libya","EMRO","Upper middle income"
